case_number,year,country,activity,sex,fatal,fatal_numerica,month,latitude,hemisphere,season
1984.07.24,1984.0,USA,swimming,F,N,0,7,37.09024,North,Summer
1984.07.24,1984.0,USA,swimming,F,N,0,7,37.09024,North,Summer
1984.07.01,1984.0,USA,,M,N,0,7,37.09024,North,Summer
1984.06.03,1984.0,USA,,F,N,0,6,37.09024,North,Summer
1984.06.03,1984.0,VANUATU,swimming,M,Y,1,6,-15.376706,South,Winter
1984.02.11,1984.0,AUSTRALIA,spearfishing,M,N,0,2,-25.274398,South,Summer
1983.12.25,1983.0,USA,surfing,M,N,0,12,37.09024,North,Winter
1983.12.24,1983.0,AUSTRALIA,diving,M,N,0,12,-25.274398,South,Summer
1983.11.21,1983.0,PHILIPPINES,,M,N,0,11,12.879721,North,Autumn
1983.11.10,1983.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1983.10.17,1983.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1983.10.13,1983.0,USA,,M,N,0,10,37.09024,North,Autumn
1983.09.04,1983.0,USA,,M,N,0,9,37.09024,North,Autumn
1983.08.20,1983.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1983.08.15,1983.0,USA,swimming,F,N,0,8,37.09024,North,Summer
1983.08.13,1983.0,USA,,M,N,0,8,37.09024,North,Summer
1983.08.13,1983.0,USA,diving,F,N,0,8,37.09024,North,Summer
1983.08.06,1983.0,USA,fishing,,N,0,8,37.09024,North,Summer
1983.07.26,1983.0,AUSTRALIA,swimming,F,Y,1,7,-25.274398,South,Winter
1983.07.25,1983.0,AUSTRALIA,swimming,M,Y,1,7,-25.274398,South,Winter
1983.07.25,1983.0,AUSTRALIA,,M,N,0,7,-25.274398,South,Winter
1983.07.12,1983.0,USA,windsurfing,F,N,0,7,37.09024,North,Summer
1983.07.12,1983.0,BAHAMAS,spearfishing,M,N,0,7,25.03428,North,Summer
1983.07.05,1983.0,USA,,M,N,0,7,37.09024,North,Summer
1983.06.29,1983.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1983.06.22,1983.0,BAHAMAS,spearfishing,M,Y,1,6,25.03428,North,Summer
1983.06.20,1983.0,USA,,M,N,0,6,37.09024,North,Summer
1983.06.15,1983.0,BAHAMAS,,M,N,0,6,25.03428,North,Summer
1983.06.00,1983.0,BAHAMAS,spearfishing,M,N,0,6,25.03428,North,Summer
1983.05.31,1983.0,USA,,M,N,0,5,37.09024,North,Spring
1983.05.24,1983.0,USA,surfing,M,N,0,5,37.09024,North,Spring
1983.05.21,1983.0,USA,surfing,M,N,0,5,37.09024,North,Spring
1983.04.02,1983.0,USA,surfing,M,N,0,4,37.09024,North,Spring
1983.03.10,1983.0,USA,surfing,M,N,0,3,37.09024,North,Spring
1983.03.00,1983.0,NEW CALEDONIA,,,N,0,3,-20.904305,South,Autumn
1983.01.24,1983.0,USA,fishing,M,N,0,1,37.09024,North,Winter
1982.11.00,1982.0,USA,,M,N,0,11,37.09024,North,Autumn
1982.10.13,1982.0,USA,windsurfing,M,N,0,10,37.09024,North,Autumn
1982.09.27,1982.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1982.09.25,1982.0,USA,diving,M,N,0,9,37.09024,North,Autumn
1982.09.19,1982.0,USA,diving,M,N,0,9,37.09024,North,Autumn
1982.08.29,1982.0,JAPAN,,M,Y,1,8,36.204824,North,Summer
1982.08.00,1982.0,TUNISIA,windsurfing,M,N,0,8,33.886917,North,Summer
1982.07.24,1982.0,USA,boarding,M,N,0,7,37.09024,North,Summer
1982.07.19,1982.0,USA,swimming,M,N,0,7,37.09024,North,Summer
1982.07.01,1982.0,USA,swimming,F,N,0,7,37.09024,North,Summer
1982.07.00,1982.0,NEW CALEDONIA,,,N,0,7,-20.904305,South,Winter
1982.06.26,1982.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1982.06.26,1982.0,BAHAMAS,spearfishing,M,N,0,6,25.03428,North,Summer
1982.06.25,1982.0,USA,,F,N,0,6,37.09024,North,Summer
1982.06.13,1982.0,USA,,M,N,0,6,37.09024,North,Summer
1982.03.10,1982.0,USA,surfing,M,N,0,3,37.09024,North,Spring
1982.03.07,1982.0,AUSTRALIA,surfing,M,Y,1,3,-25.274398,South,Autumn
1982.03.00,1982.0,NEW CALEDONIA,spearfishing,M,N,0,3,-20.904305,South,Autumn
1982.02.28,1982.0,AUSTRALIA,spearfishing,M,Y,1,2,-25.274398,South,Summer
1982.02.27,1982.0,USA,surfing,M,N,0,2,37.09024,North,Winter
1982.02.14,1982.0,USA,,F,N,0,2,37.09024,North,Winter
1982.02.14,1982.0,USA,swimming,F,N,0,2,37.09024,North,Winter
1982.02.13,1982.0,USA,swimming,F,Y,1,2,37.09024,North,Winter
1982.02.07,1982.0,USA,diving,M,N,0,2,37.09024,North,Winter
1982.02.07.,1982.0,USA,diving,M,Y,1,2,37.09024,North,Winter
1981.12.19,1981.0,USA,surfing,M,Y,1,12,37.09024,North,Winter
1981.12.13,1981.0,AUSTRALIA,,,N,0,12,-25.274398,South,Summer
1981.12.13,1981.0,USA,,M,N,0,12,37.09024,North,Winter
1981.11.30,1981.0,REUNION,spearfishing,M,N,0,11,-21.115141,South,Spring
1981.11.09,1981.0,USA,diving,M,N,0,11,37.09024,North,Autumn
1981.10.19,1981.0,USA,swimming,M,N,0,10,37.09024,North,Autumn
1981.10.16,1981.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1981.10.01,1981.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1981.09.28,1981.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1981.09.27,1981.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1981.09.15,1981.0,USA,swimming,M,Y,1,9,37.09024,North,Autumn
1981.09.03,1981.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1981.09.03,1981.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1981.08.29,1981.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1981.08.24,1981.0,USA,spearfishing,M,N,0,8,37.09024,North,Summer
1981.08.10,1981.0,USA,diving,M,N,0,8,37.09024,North,Summer
1981.08.10,1981.0,USA,,F,Y,1,8,37.09024,North,Summer
1981.08.07,1981.0,BAHAMAS,snorkeling,M,N,0,8,25.03428,North,Summer
1981.07.20,1981.0,USA,swimming,F,N,0,7,37.09024,North,Summer
1981.07.07,1981.0,USA,spearfishing,M,N,0,7,37.09024,North,Summer
1981.06.15,1981.0,UNITED KINGDOM,fishing,M,N,0,6,55.378051,North,Summer
1981.05.24,1981.0,USA,,M,Y,1,5,37.09024,North,Spring
1981.05.23,1981.0,SOUTH KOREA,diving,F,Y,1,5,35.907757,North,Spring
1981.05.19,1981.0,USA,diving,M,N,0,5,37.09024,North,Spring
1981.05.16,1981.0,USA,diving,M,N,0,5,37.09024,North,Spring
1981.05.07,1981.0,NAMIBIA,,M,N,0,5,-22.95764,South,Autumn
1981.03.08,1981.0,BERMUDA,,,N,0,3,32.321384,North,Spring
1981.03.25,1981.0,USA,,M,N,0,3,37.09024,North,Spring
1981.03.24,1981.0,USA,surfing,M,N,0,3,37.09024,North,Spring
1981.03.04,1981.0,CHILE,,M,N,0,3,-35.675147,South,Autumn
1981.02.16,1981.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1981.02.02,1981.0,USA,surfing,M,N,0,2,37.09024,North,Winter
1981.02.00,1981.0,BRAZIL,spearfishing,,N,0,2,-14.235004,South,Summer
1981.01.30,1981.0,USA,spearfishing,M,N,0,1,37.09024,North,Winter
1980.11.24,1980.0,REUNION,spearfishing,M,N,0,11,-21.115141,South,Spring
1980.11.18,1980.0,AUSTRALIA,swimming,M,N,0,11,-25.274398,South,Spring
1980.11.11.,1980.0,BRAZIL,swimming,M,Y,1,11,-14.235004,South,Spring
1980.10.27,1980.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1980.10.17,1980.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1980.08.22,1980.0,MEXICO,diving,M,Y,1,8,23.634501,North,Summer
1980.08.10,1980.0,USA,,F,N,0,8,37.09024,North,Summer
1980.08.04,1980.0,USA,,M,N,0,8,37.09024,North,Summer
1980.07.26,1980.0,SPAIN,diving,M,N,0,7,40.463667,North,Summer
1980.07.27,1980.0,USA,surfing,M,N,0,7,37.09024,North,Summer
1980.07.23,1980.0,USA,,F,N,0,7,37.09024,North,Summer
1980.07.00,1980.0,USA,surfing,M,N,0,7,37.09024,North,Summer
1980.07.00,1980.0,USA,surfing,M,N,0,7,37.09024,North,Summer
1980.06.26,1980.0,USA,diving,F,N,0,6,37.09024,North,Summer
1980.04.25,1980.0,JAMAICA,spearfishing,M,N,0,4,18.109581,North,Spring
1980.04.22,1980.0,PHILIPPINES,,,Y,1,4,12.879721,North,Spring
1980.04.00,1980.0,MEXICO,surfing,F,N,0,4,23.634501,North,Spring
1980.03.28,1980.0,BRAZIL,swimming,M,N,0,3,-14.235004,South,Autumn
1980.03.15,1980.0,PHILIPPINES,,F,Y,1,3,12.879721,North,Spring
1980.01.25,1980.0,KENYA,spearfishing,M,N,0,1,-0.023559,South,Summer
1980.01.05,1980.0,CHILE,diving,M,Y,1,1,-35.675147,South,Summer
1979.12.00,1979.0,PORTUGAL,spearfishing,M,Y,1,12,39.399872,North,Winter
1979.11.27,1979.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1979.09.14,1979.0,AUSTRALIA,diving,M,N,0,9,-25.274398,South,Spring
1979.08.28,1979.0,HONG KONG,swimming,M,Y,1,8,22.396428,North,Summer
1979.08.26,1979.0,HONG KONG,,M,Y,1,8,22.396428,North,Summer
1979.08.05,1979.0,USA,kayaking,M,N,0,8,37.09024,North,Summer
1979.08.03,1979.0,THAILAND,,M,Y,1,8,15.870032,North,Summer
1979.06.19,1979.0,USA,,M,N,0,6,37.09024,North,Summer
1979.05.00,1979.0,NEW CALEDONIA,fishing,,N,0,5,-20.904305,South,Autumn
1979.05.00,1979.0,NEW CALEDONIA,,M,Y,1,5,-20.904305,South,Autumn
1979.04.08,1979.0,USA,swimming,M,N,0,4,37.09024,North,Spring
1979.04.08,1979.0,USA,surfing,M,N,0,4,37.09024,North,Spring
1979.03.24,1979.0,USA,surfing,M,N,0,3,37.09024,North,Spring
1979.03.11,1979.0,USA,diving,M,N,0,3,37.09024,North,Spring
1979.03.00,1979.0,NEW CALEDONIA,spearfishing,M,Y,1,3,-20.904305,South,Autumn
1978.12.29,1978.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1978.11.26,1978.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1978.11.23,1978.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1978.09.16,1978.0,ITALY,diving,M,N,0,9,41.87194,North,Autumn
1978.09.02,1978.0,AUSTRALIA,diving,M,N,0,9,-25.274398,South,Spring
1978.08.05,1978.0,USA,,M,N,0,8,37.09024,North,Summer
1978.08.01,1978.0,USA,,M,N,0,8,37.09024,North,Summer
1978.07.27,1978.0,USA,,M,N,0,7,37.09024,North,Summer
1978.07.19,1978.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1978.06.21,1978.0,USA,surfing,M,N,0,6,37.09024,North,Summer
1978.06.21,1978.0,USA,surfing,M,N,0,6,37.09024,North,Summer
1978.04.02,1978.0,MARSHALL ISLANDS,diving,M,N,0,4,7.131474,North,Spring
1978.04.02,1978.0,MARSHALL ISLANDS,diving,M,N,0,4,7.131474,North,Spring
1978.04.00,1978.0,AUSTRALIA,diving,M,N,0,4,-25.274398,South,Autumn
1977.12.31,1977.0,USA,swimming,M,N,0,12,37.09024,North,Winter
1977.12.19,1977.0,USA,surfing,M,N,0,12,37.09024,North,Winter
1977.08.31,1977.0,AUSTRALIA,surfing,M,N,0,8,-25.274398,South,Winter
1977.08.23,1977.0,AUSTRALIA,,M,Y,1,8,-25.274398,South,Winter
1977.08.14,1977.0,USA,,M,N,0,8,37.09024,North,Summer
1977.07.02,1977.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1977.06.26,1977.0,USA,,M,N,0,6,37.09024,North,Summer
1977.06.06,1977.0,USA,,M,N,0,6,37.09024,North,Summer
1977.04.26,1977.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
1977.04.21,1977.0,USA,swimming,M,N,0,4,37.09024,North,Spring
1977.03.13,1977.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1977.03.13,1977.0,AUSTRALIA,,M,Y,1,3,-25.274398,South,Autumn
1977.03.13,1977.0,AUSTRALIA,,M,Y,1,3,-25.274398,South,Autumn
1977.02.26,1977.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1977.02.00,1977.0,NEW CALEDONIA,,,N,0,2,-20.904305,South,Summer
1977.01.00,1977.0,MEXICO,swimming,M,Y,1,1,23.634501,North,Winter
1976.12.29,1976.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1976.12.18,1976.0,USA,diving,M,N,0,12,37.09024,North,Winter
1976.11.25,1976.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1976.10.18,1976.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1976.09.22,1976.0,NEW CALEDONIA,,,N,0,9,-20.904305,South,Spring
1976.09.19,1976.0,AUSTRALIA,,M,N,0,9,-25.274398,South,Spring
1976.09.17,1976.0,HONG KONG,,M,Y,1,9,22.396428,North,Autumn
1976.09.12,1976.0,USA,swimming,M,Y,1,9,37.09024,North,Autumn
1976.09.12,1976.0,USA,swimming,M,Y,1,9,37.09024,North,Autumn
1976.09.06,1976.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1976.08.26,1976.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1976.08.24,1976.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1976.07.24,1976.0,USA,spearfishing,M,N,0,7,37.09024,North,Summer
1976.07.21,1976.0,USA,,M,N,0,7,37.09024,North,Summer
1976.07.16,1976.0,USA,diving,M,Y,1,7,37.09024,North,Summer
1976.07.12,1976.0,USA,spearfishing,M,N,0,7,37.09024,North,Summer
1976.06.23,1976.0,USA,,M,N,0,6,37.09024,North,Summer
1976.06.10,1976.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1976.06.02,1976.0,ITALY,fishing,M,N,0,6,41.87194,North,Summer
1976.06.01,1976.0,AUSTRALIA,,F,N,0,6,-25.274398,South,Winter
1976.03.12,1976.0,USA,,M,N,0,3,37.09024,North,Spring
1976.01.12,1976.0,AUSTRALIA,,F,N,0,1,-25.274398,South,Summer
1976.01.08,1976.0,USA,,M,N,0,1,37.09024,North,Winter
1976.01.02,1976.0,NEW ZEALAND,spearfishing,M,Y,1,1,-40.900557,South,Summer
1975.12.29,1975.0,AUSTRALIA,,,N,0,12,-25.274398,South,Summer
1975.12.06,1975.0,USA,,M,N,0,12,37.09024,North,Winter
1975.12.02,1975.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1975.11.19,1975.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1975.11.07,1975.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1975.11.02,1975.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1975.10.12,1975.0,AUSTRALIA,surfing,M,N,0,10,-25.274398,South,Spring
1975.08.12,1975.0,USA,,M,N,0,8,37.09024,North,Summer
1975.08.09,1975.0,USA,diving,M,N,0,8,37.09024,North,Summer
1975.08.04,1975.0,HONG KONG,swimming,M,N,0,8,22.396428,North,Summer
1975.07.30,1975.0,USA,,F,Y,1,7,37.09024,North,Summer
1975.07.30,1975.0,AUSTRALIA,diving,M,Y,1,7,-25.274398,South,Winter
1975.07.26,1975.0,USA,diving,M,N,0,7,37.09024,North,Summer
1975.07.26,1975.0,AUSTRALIA,surfing,M,N,0,7,-25.274398,South,Winter
1975.07.23,1975.0,USA,diving,M,N,0,7,37.09024,North,Summer
1975.07.19,1975.0,USA,diving,M,N,0,7,37.09024,North,Summer
1975.07.15,1975.0,USA,swimming,F,N,0,7,37.09024,North,Summer
1975.07.05,1975.0,AUSTRALIA,spearfishing,M,N,0,7,-25.274398,South,Winter
1975.07.04,1975.0,USA,surfing,M,N,0,7,37.09024,North,Summer
1975.06.23,1975.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1975.06.23,1975.0,USA,,F,N,0,6,37.09024,North,Summer
1975.06.15,1975.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1975.06.02,1975.0,USA,surfing,M,N,0,6,37.09024,North,Summer
1975.06.00,1975.0,USA,,M,N,0,6,37.09024,North,Summer
1975.05.25,1975.0,USA,surfing,M,N,0,5,37.09024,North,Spring
1975.05.20,1975.0,USA,,F,N,0,5,37.09024,North,Spring
1975.03.18,1975.0,AUSTRALIA,,F,N,0,3,-25.274398,South,Autumn
1975.03.16,1975.0,USA,,M,N,0,3,37.09024,North,Spring
1975.03.13,1975.0,AUSTRALIA,,,N,0,3,-25.274398,South,Autumn
1975.03.00,1975.0,BANGLADESH,,,Y,1,3,23.684994,North,Spring
1975.02.10,1975.0,AUSTRALIA,,M,Y,1,2,-25.274398,South,Summer
1975.02.09,1975.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1975.02.07,1975.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1975.01.19,1975.0,AUSTRALIA,surfing,M,Y,1,1,-25.274398,South,Summer
1974.12.10,1974.0,AUSTRALIA,,,N,0,12,-25.274398,South,Summer
1974.11.01,1974.0,USA,,M,N,0,11,37.09024,North,Autumn
1974.09.28,1974.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1974.09.14,1974.0,USA,diving,M,N,0,9,37.09024,North,Autumn
1974.09.07,1974.0,ISRAEL,swimming,F,N,0,9,31.046051,North,Autumn
1974.09.02,1974.0,USA,diving,M,N,0,9,37.09024,North,Autumn
1974.09.02,1974.0,USA,diving,M,N,0,9,37.09024,North,Autumn
1974.09.01,1974.0,AUSTRALIA,,M,N,0,9,-25.274398,South,Spring
1974.09.00,1974.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1974.08.23,1974.0,HONG KONG,swimming,M,N,0,8,22.396428,North,Summer
1974.08.16,1974.0,HONG KONG,swimming,M,Y,1,8,22.396428,North,Summer
1974.08.16,1974.0,HONG KONG,swimming,M,N,0,8,22.396428,North,Summer
1974.08.16,1974.0,HONG KONG,swimming,M,N,0,8,22.396428,North,Summer
1974.08.10,1974.0,CROATIA,,M,Y,1,8,45.1,North,Summer
1974.08.05,1974.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1974.07.26,1974.0,USA,diving,M,N,0,7,37.09024,North,Summer
1974.07.20,1974.0,USA,swimming,M,Y,1,7,37.09024,North,Summer
1974.07.02,1974.0,USA,,M,Y,1,7,37.09024,North,Summer
1974.06.20,1974.0,USA,swimming,F,N,0,6,37.09024,North,Summer
1974.05.26,1974.0,USA,diving,M,N,0,5,37.09024,North,Spring
1974.04.25,1974.0,BRAZIL,fishing,M,Y,1,4,-14.235004,South,Autumn
1974.04.12,1974.0,USA,swimming,F,N,0,4,37.09024,North,Spring
1974.01.09,1974.0,AUSTRALIA,diving,M,Y,1,1,-25.274398,South,Summer
1974.01.07,1974.0,MOZAMBIQUE,swimming,M,Y,1,1,-18.665695,South,Summer
1974.01.07,1974.0,MOZAMBIQUE,swimming,M,Y,1,1,-18.665695,South,Summer
1973.12.25,1973.0,MOZAMBIQUE,spearfishing,M,N,0,12,-18.665695,South,Summer
1973.12.21,1973.0,MOZAMBIQUE,swimming,M,Y,1,12,-18.665695,South,Summer
1973.12.19,1973.0,PHILIPPINES,swimming,M,Y,1,12,12.879721,North,Winter
1973.12.18,1973.0,USA,swimming,M,N,0,12,37.09024,North,Winter
1973.12.00,1973.0,MEXICO,swimming,M,Y,1,12,23.634501,North,Winter
1973.11.25,1973.0,AUSTRALIA,,,N,0,11,-25.274398,South,Spring
1973.11.24,1973.0,USA,surfing,M,N,0,11,37.09024,North,Autumn
1973.11.03,1973.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1973.09.14,1973.0,BAHAMAS,,M,N,0,9,25.03428,North,Autumn
1973.09.10,1973.0,HONG KONG,swimming,M,Y,1,9,22.396428,North,Autumn
1973.09.09,1973.0,MEXICO,,M,Y,1,9,23.634501,North,Autumn
1973.09.00,1973.0,EGYPT,,M,N,0,9,26.820553,North,Autumn
1973.08.25,1973.0,AUSTRALIA,surfing,M,N,0,8,-25.274398,South,Winter
1973.08.16,1973.0,USA,,M,N,0,8,37.09024,North,Summer
1973.06.13,1973.0,HONG KONG,swimming,M,N,0,6,22.396428,North,Summer
1973.04.04,1973.0,MEXICO,,M,Y,1,4,23.634501,North,Spring
1973.03.26,1973.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1973.03.05,1973.0,MOZAMBIQUE,spearfishing,M,Y,1,3,-18.665695,South,Autumn
1973.02.27,1973.0,MEXICO,swimming,,Y,1,2,23.634501,North,Winter
1973.01.09,1973.0,USA,surfing,M,N,0,1,37.09024,North,Winter
1972.12.26,1972.0,MOZAMBIQUE,swimming,M,N,0,12,-18.665695,South,Summer
1972.12.25,1972.0,MEXICO,surfing,M,Y,1,12,23.634501,North,Winter
1972.12.22,1972.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1972.12.08,1972.0,AUSTRALIA,,,N,0,12,-25.274398,South,Summer
1972.12.01,1972.0,REUNION,spearfishing,,Y,1,12,-21.115141,South,Summer
1972.10.22,1972.0,AUSTRALIA,spearfishing,M,N,0,10,-25.274398,South,Spring
1972.10.21,1972.0,AUSTRALIA,surfing,M,N,0,10,-25.274398,South,Spring
1972.10.14,1972.0,USA,diving,M,Y,1,10,37.09024,North,Autumn
1972.10.14,1972.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1972.10.10,1972.0,NEW ZEALAND,swimming,M,N,0,10,-40.900557,South,Spring
1972.09.09,1972.0,USA,surfing,M,N,0,9,37.09024,North,Autumn
1972.08.29,1972.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1972.08.17,1972.0,USA,spearfishing,M,N,0,8,37.09024,North,Summer
1972.08.08,1972.0,AUSTRALIA,diving,M,N,0,8,-25.274398,South,Winter
1972.06.26,1972.0,AUSTRALIA,,M,Y,1,6,-25.274398,South,Winter
1972.06.26,1972.0,AUSTRALIA,,M,Y,1,6,-25.274398,South,Winter
1972.06.10,1972.0,USA,surfing,M,N,0,6,37.09024,North,Summer
1972.05.28,1972.0,USA,diving,M,N,0,5,37.09024,North,Spring
1972.05.06,1972.0,FRENCH POLYNESIA,spearfishing,M,N,0,5,-17.679742,South,Autumn
1972.04.01,1972.0,AUSTRALIA,,F,N,0,4,-25.274398,South,Autumn
1972.04.01,1972.0,MOZAMBIQUE,swimming,M,Y,1,4,-18.665695,South,Autumn
1972.03.16,1972.0,USA,spearfishing,M,N,0,3,37.09024,North,Spring
1972.02.20,1972.0,AUSTRALIA,surfing,M,N,0,2,-25.274398,South,Summer
1972.02.12,1972.0,AUSTRALIA,,,N,0,2,-25.274398,South,Summer
1972.01.01,1972.0,MOZAMBIQUE,,M,N,0,1,-18.665695,South,Summer
1971.12.23,1971.0,AUSTRALIA,,,N,0,12,-25.274398,South,Summer
1971.12.05,1971.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1971.11.27,1971.0,HONG KONG,swimming,M,N,0,11,22.396428,North,Autumn
1971.11.25,1971.0,AUSTRALIA,,,N,0,11,-25.274398,South,Spring
1971.10.23,1971.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1971.10.02,1971.0,USA,diving,M,N,0,10,37.09024,North,Autumn
1971.09.25,1971.0,USA,surfing,,N,0,9,37.09024,North,Autumn
1971.09.07,1971.0,CROATIA,swimming,M,Y,1,9,45.1,North,Autumn
1971.09.05,1971.0,AUSTRALIA,fishing,M,Y,1,9,-25.274398,South,Spring
1971.08.21,1971.0,AUSTRALIA,,M,N,0,8,-25.274398,South,Winter
1971.07.26,1971.0,USA,,M,N,0,7,37.09024,North,Summer
1971.07.19,1971.0,USA,diving,M,N,0,7,37.09024,North,Summer
1971.04.16R,1971.0,KENYA,swimming,M,N,0,4,-0.023559,South,Autumn
1971.04.06,1971.0,MEXICO,surfing,M,Y,1,4,23.634501,North,Spring
1971.04.05,1971.0,VENEZUELA,,M,Y,1,4,6.42375,North,Spring
1971.04.05,1971.0,VENEZUELA,,M,Y,1,4,6.42375,North,Spring
1971.04.00,1971.0,MOZAMBIQUE,,,Y,1,4,-18.665695,South,Autumn
1971.03.30,1971.0,NEW ZEALAND,surfing,M,N,0,3,-40.900557,South,Autumn
1971.01.02,1971.0,AUSTRALIA,swimming,M,N,0,1,-25.274398,South,Summer
1970.12.17,1970.0,MOZAMBIQUE,fishing,M,Y,1,12,-18.665695,South,Summer
1970.12.13,1970.0,MOZAMBIQUE,fishing,M,Y,1,12,-18.665695,South,Summer
1970.12.07,1970.0,MICRONESIA,fishing,M,N,0,12,7.425554,North,Winter
1970.12.03,1970.0,USA,,M,N,0,12,37.09024,North,Winter
1970.10.24,1970.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1970.10.00,1970.0,USA,surfing,M,N,0,10,37.09024,North,Autumn
1970.09.28,1970.0,MICRONESIA,diving,M,N,0,9,7.425554,North,Autumn
1970.09.13,1970.0,PALAU,spearfishing,M,N,0,9,7.51498,North,Autumn
1970.09.05,1970.0,USA,,M,N,0,9,37.09024,North,Autumn
1970.09.02,1970.0,AUSTRALIA,,M,N,0,9,-25.274398,South,Spring
1970.09.00,1970.0,USA,swimming,M,N,0,9,37.09024,North,Autumn
1970.09.00,1970.0,USA,diving,M,N,0,9,37.09024,North,Autumn
1970.06.22,1970.0,USA,fishing,M,N,0,6,37.09024,North,Summer
1970.06.13,1970.0,GRENADA,,M,Y,1,6,12.262776,North,Summer
1970.06.13,1970.0,GRENADA,,M,Y,1,6,12.262776,North,Summer
1970.06.00,1970.0,PHILIPPINES,,,Y,1,6,12.879721,North,Summer
1970.04.04,1970.0,GRENADA,swimming,M,Y,1,4,12.262776,North,Spring
1970.03.23,1970.0,USA,,M,N,0,3,37.09024,North,Spring
1970.01.23,1970.0,MOZAMBIQUE,swimming,M,N,0,1,-18.665695,South,Summer
1970.01.23,1970.0,MOZAMBIQUE,swimming,M,N,0,1,-18.665695,South,Summer
1970.01.23,1970.0,MOZAMBIQUE,swimming,M,N,0,1,-18.665695,South,Summer
1970.01.23,1970.0,MOZAMBIQUE,swimming,M,N,0,1,-18.665695,South,Summer
1970.01.16,1970.0,EGYPT,,M,Y,1,1,26.820553,North,Winter
1970.01.10,1970.0,MEXICO,swimming,M,N,0,1,23.634501,North,Winter
1970.01.09,1970.0,UNITED KINGDOM,,M,N,0,1,55.378051,North,Winter
1970.01.00,1970.0,PAPUA NEW GUINEA,,M,N,0,1,-6.314993,South,Summer
1969.11.30,1969.0,AUSTRALIA,swimming,M,N,0,11,-25.274398,South,Spring
1969.11.11,1969.0,USA,diving,M,N,0,11,37.09024,North,Autumn
1969.11.05,1969.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1969.10.14,1969.0,USA,diving,M,N,0,10,37.09024,North,Autumn
1969.09.06,1969.0,USA,diving,M,N,0,9,37.09024,North,Autumn
1969.08.29,1969.0,USA,,M,N,0,8,37.09024,North,Summer
1969.08.22,1969.0,USA,fishing,M,N,0,8,37.09024,North,Summer
1969.08.02,1969.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1969.08.01,1969.0,USA,surfing,M,N,0,8,37.09024,North,Summer
1969.07.27,1969.0,UNITED KINGDOM,,M,N,0,7,55.378051,North,Summer
1969.07.22,1969.0,USA,,M,N,0,7,37.09024,North,Summer
