case_number,year,country,activity,sex,fatal,fatal_numerica,month,latitude,hemisphere,season
1969.07.20,1969.0,USA,,M,N,0,7,37.09024,North,Summer
1969.06.12,1969.0,JAMAICA,diving,M,N,0,6,18.109581,North,Summer
1969.06.00,1969.0,USA,,M,N,0,6,37.09024,North,Summer
1969.05.25,1969.0,USA,fishing,M,N,0,5,37.09024,North,Spring
1969.05.24,1969.0,USA,diving,M,N,0,5,37.09024,North,Spring
1969.05.14,1969.0,AUSTRALIA,,,N,0,5,-25.274398,South,Autumn
1969.04.19,1969.0,USA,fishing,M,N,0,4,37.09024,North,Spring
1969.03.25,1969.0,AUSTRALIA,,M,N,0,3,-25.274398,South,Autumn
1969.03.09,1969.0,USA,surfing,M,N,0,3,37.09024,North,Spring
1969.02.17,1969.0,AUSTRALIA,fishing,M,N,0,2,-25.274398,South,Summer
1969.01.27,1969.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1969.01.00,1969.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1968.12.26,1968.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1968.12.25,1968.0,NEW ZEALAND,surfing,M,N,0,12,-40.900557,South,Summer
1968.12.09,1968.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1968.11.02,1968.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1968.10.29,1968.0,BAHAMAS,,M,N,0,10,25.03428,North,Autumn
1968.10.13,1968.0,USA,,M,N,0,10,37.09024,North,Autumn
1968.10.10,1968.0,PHILIPPINES,,,N,0,10,12.879721,North,Autumn
1968.09.15,1968.0,NEW ZEALAND,spearfishing,M,Y,1,9,-40.900557,South,Spring
1968.08.24,1968.0,USA,,,N,0,8,37.09024,North,Summer
1968.08.21,1968.0,USA,,M,N,0,8,37.09024,North,Summer
1968.08.13,1968.0,FRENCH POLYNESIA,swimming,M,N,0,8,-17.679742,South,Winter
1968.08.11,1968.0,MALAYSIA,,,N,0,8,4.210484,North,Summer
1968.07.27,1968.0,USA,diving,M,N,0,7,37.09024,North,Summer
1968.07.23,1968.0,USA,,M,N,0,7,37.09024,North,Summer
1968.07.16,1968.0,USA,,M,N,0,7,37.09024,North,Summer
1968.07.10,1968.0,BAHAMAS,swimming,M,Y,1,7,25.03428,North,Summer
1968.06.25,1968.0,BAHAMAS,spearfishing,M,N,0,6,25.03428,North,Summer
1968.06.09,1968.0,USA,,M,N,0,6,37.09024,North,Summer
1968.06.00,1968.0,UNITED KINGDOM,,M,N,0,6,55.378051,North,Summer
1968.05.00,1968.0,PAPUA NEW GUINEA,,M,N,0,5,-6.314993,South,Autumn
1968.04.20,1968.0,USA,,M,N,0,4,37.09024,North,Spring
1968.04.15,1968.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
1968.04.11,1968.0,PAPUA NEW GUINEA,swimming,M,Y,1,4,-6.314993,South,Autumn
1968.04.07,1968.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
1968.03.10,1968.0,USA,surfing,M,N,0,3,37.09024,North,Spring
1968.02.26,1968.0,USA,surfing,M,N,0,2,37.09024,North,Winter
1968.02.20,1968.0,AUSTRALIA,swimming,F,N,0,2,-25.274398,South,Summer
1968.02.18,1968.0,NEW ZEALAND,,F,N,0,2,-40.900557,South,Summer
1968.02.04,1968.0,AUSTRALIA,spearfishing,M,N,0,2,-25.274398,South,Summer
1968.02.02,1968.0,AUSTRALIA,,,N,0,2,-25.274398,South,Summer
1968.02.00,1968.0,MOZAMBIQUE,diving,,N,0,2,-18.665695,South,Summer
1968.01.17,1968.0,PAPUA NEW GUINEA,swimming,,Y,1,1,-6.314993,South,Summer
1967.12.18,1967.0,FIJI,,M,N,0,12,-16.578193,South,Summer
1967.12.17,1967.0,AUSTRALIA,swimming,M,Y,1,12,-25.274398,South,Summer
1967.12.14,1967.0,USA,,M,N,0,12,37.09024,North,Winter
1967.11.30,1967.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1967.11.30,1967.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1967.11.15,1967.0,FIJI,,M,N,0,11,-16.578193,South,Spring
1967.11.04,1967.0,PHILIPPINES,,,Y,1,11,12.879721,North,Autumn
1967.10.26,1967.0,MEXICO,swimming,,Y,1,10,23.634501,North,Autumn
1967.10.17,1967.0,USA,,M,N,0,10,37.09024,North,Autumn
1967.10.00,1967.0,TONGA,swimming,M,N,0,10,-21.178986,South,Spring
1967.09.07,1967.0,USA,spearfishing,,N,0,9,37.09024,North,Autumn
1967.09.06,1967.0,PAPUA NEW GUINEA,spearfishing,M,Y,1,9,-6.314993,South,Spring
1967.09.01,1967.0,PAPUA NEW GUINEA,spearfishing,M,Y,1,9,-6.314993,South,Spring
1967.08.27,1967.0,USA,,M,N,0,8,37.09024,North,Summer
1967.08.26,1967.0,JAPAN,,M,Y,1,8,36.204824,North,Summer
1967.08.25,1967.0,ITALY,spearfishing,M,N,0,8,41.87194,North,Summer
1967.08.19,1967.0,AUSTRALIA,spearfishing,M,Y,1,8,-25.274398,South,Winter
1967.08.15,1967.0,BERMUDA,,F,N,0,8,32.321384,North,Summer
1967.08.07,1967.0,USA,spearfishing,M,N,0,8,37.09024,North,Summer
1967.08.00,1967.0,BAHAMAS,,M,N,0,8,25.03428,North,Summer
1967.08.00,1967.0,SENEGAL,,M,N,0,8,14.497401,North,Summer
1967.07.29,1967.0,USA,snorkeling,M,N,0,7,37.09024,North,Summer
1967.07.05,1967.0,TURKEY,spearfishing,M,Y,1,7,38.963745,North,Summer
1967.06.13,1967.0,USA,spearfishing,M,N,0,6,37.09024,North,Summer
1967.06.00,1967.0,ITALY,fishing,M,N,0,6,41.87194,North,Summer
1967.05.13,1967.0,AUSTRALIA,,M,N,0,5,-25.274398,South,Autumn
1967.05.09,1967.0,AUSTRALIA,,M,N,0,5,-25.274398,South,Autumn
1967.04.00,1967.0,UNITED KINGDOM,fishing,M,N,0,4,55.378051,North,Spring
1967.03.20,1967.0,NEW ZEALAND,,M,N,0,3,-40.900557,South,Autumn
1967.03.12,1967.0,AUSTRALIA,spearfishing,M,N,0,3,-25.274398,South,Autumn
1967.03.09,1967.0,NEW ZEALAND,,M,Y,1,3,-40.900557,South,Autumn
1967.03.01,1967.0,PAPUA NEW GUINEA,,M,N,0,3,-6.314993,South,Autumn
1967.02.06,1967.0,MEXICO,swimming,M,Y,1,2,23.634501,North,Winter
1967.01.21,1967.0,MOZAMBIQUE,swimming,M,N,0,1,-18.665695,South,Summer
1967.01.06,1967.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1966.12.31,1966.0,AUSTRALIA,fishing,M,N,0,12,-25.274398,South,Summer
1966.12.27,1966.0,AUSTRALIA,spearfishing,M,N,0,12,-25.274398,South,Summer
1966.12.27,1966.0,AUSTRALIA,spearfishing,M,N,0,12,-25.274398,South,Summer
1966.12.26,1966.0,SINGAPORE,,M,N,0,12,1.352083,North,Winter
1966.12.26,1966.0,AUSTRALIA,spearfishing,M,N,0,12,-25.274398,South,Summer
1966.11.00,1966.0,PAPUA NEW GUINEA,,F,Y,1,11,-6.314993,South,Spring
1966.10.30,1966.0,PAPUA NEW GUINEA,swimming,F,Y,1,10,-6.314993,South,Spring
1966.10.29,1966.0,PAPUA NEW GUINEA,,F,Y,1,10,-6.314993,South,Spring
1966.09.27,1966.0,AUSTRALIA,,M,N,0,9,-25.274398,South,Spring
1966.09.19,1966.0,USA,fishing,M,N,0,9,37.09024,North,Autumn
1966.09.10,1966.0,AUSTRALIA,spearfishing,M,N,0,9,-25.274398,South,Spring
1966.09.08,1966.0,USA,,M,N,0,9,37.09024,North,Autumn
1966.08.28,1966.0,AUSTRALIA,,M,N,0,8,-25.274398,South,Winter
1966.08.27,1966.0,BAHAMAS,snorkeling,F,N,0,8,25.03428,North,Summer
1966.08.16,1966.0,CROATIA,swimming,M,Y,1,8,45.1,North,Summer
1966.08.14,1966.0,TAIWAN,,M,N,0,8,23.69781,North,Summer
1966.08.13,1966.0,ITALY,,M,N,0,8,41.87194,North,Summer
1966.08.00,1966.0,USA,,M,N,0,8,37.09024,North,Summer
1966.07.31,1966.0,USA,diving,M,N,0,7,37.09024,North,Summer
1966.07.19,1966.0,USA,,M,N,0,7,37.09024,North,Summer
1966.07.17,1966.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1966.07.17,1966.0,TAIWAN,swimming,M,Y,1,7,23.69781,North,Summer
1966.07.14,1966.0,PAPUA NEW GUINEA,swimming,F,Y,1,7,-6.314993,South,Winter
1966.06.22,1966.0,USA,,M,N,0,6,37.09024,North,Summer
1966.06.11,1966.0,USA,fishing,M,N,0,6,37.09024,North,Summer
1966.06.04,1966.0,USA,swimming,M,N,0,6,37.09024,North,Summer
1966.06.02,1966.0,FRENCH POLYNESIA,fishing,M,N,0,6,-17.679742,South,Winter
1966.05.20,1966.0,AUSTRALIA,,M,Y,1,5,-25.274398,South,Autumn
1966.05.20,1966.0,AUSTRALIA,fishing,M,N,0,5,-25.274398,South,Autumn
1966.05.20,1966.0,AUSTRALIA,,M,Y,1,5,-25.274398,South,Autumn
1966.05.16,1966.0,PHILIPPINES,,M,Y,1,5,12.879721,North,Spring
1966.04.08,1966.0,USA,swimming,M,N,0,4,37.09024,North,Spring
1966.04.00,1966.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
1966.03.20,1966.0,AUSTRALIA,fishing,,N,0,3,-25.274398,South,Autumn
1966.03.12,1966.0,SUDAN,,M,Y,1,3,12.862807,North,Spring
1966.02.27,1966.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1966.01.25,1966.0,INDONESIA,,,Y,1,1,-0.789275,South,Summer
1966.01.22,1966.0,USA,,M,N,0,1,37.09024,North,Winter
1966.01.15,1966.0,AUSTRALIA,spearfishing,M,N,0,1,-25.274398,South,Summer
1966.01.10,1966.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1966.01.08,1966.0,NEW ZEALAND,surfing,F,Y,1,1,-40.900557,South,Summer
1966.01.05,1966.0,USA,swimming,M,N,0,1,37.09024,North,Winter
1965.12.28,1965.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1965.12.10,1965.0,AUSTRALIA,fishing,,N,0,12,-25.274398,South,Summer
1965.11.21,1965.0,AUSTRALIA,fishing,M,Y,1,11,-25.274398,South,Spring
1965.11.03,1965.0,AUSTRALIA,surfing,M,N,0,11,-25.274398,South,Spring
1965.10.16,1965.0,BAHAMAS,,M,N,0,10,25.03428,North,Autumn
1965.10.16,1965.0,BAHAMAS,,F,Y,1,10,25.03428,North,Autumn
1965.10.00,1965.0,PAPUA NEW GUINEA,,M,N,0,10,-6.314993,South,Spring
1965.09.21,1965.0,PAPUA NEW GUINEA,,M,N,0,9,-6.314993,South,Spring
1965.09.12,1965.0,PAPUA NEW GUINEA,fishing,M,N,0,9,-6.314993,South,Spring
1965.09.08,1965.0,MEXICO,,M,N,0,9,23.634501,North,Autumn
1965.08.26,1965.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1965.07.30,1965.0,BAHAMAS,,M,N,0,7,25.03428,North,Summer
1965.07.26,1965.0,MEXICO,,M,Y,1,7,23.634501,North,Summer
1965.07.02,1965.0,BERMUDA,,,N,0,7,32.321384,North,Summer
1965.06.09,1965.0,MEXICO,swimming,M,N,0,6,23.634501,North,Summer
1965.06.00,1965.0,PAPUA NEW GUINEA,spearfishing,M,N,0,6,-6.314993,South,Winter
1965.05.29,1965.0,MEXICO,swimming,M,Y,1,5,23.634501,North,Spring
1965.05.28,1965.0,MEXICO,swimming,M,Y,1,5,23.634501,North,Spring
1965.05.00,1965.0,EGYPT,,M,N,0,5,26.820553,North,Spring
1965.05.00,1965.0,JAMAICA,diving,M,N,0,5,18.109581,North,Spring
1965.05.00,1965.0,MEXICO,swimming,M,N,0,5,23.634501,North,Spring
1965.04.29,1965.0,USA,,M,N,0,4,37.09024,North,Spring
1965.04.10,1965.0,USA,spearfishing,M,N,0,4,37.09024,North,Spring
1965.04.04,1965.0,PALAU,,M,N,0,4,7.51498,North,Spring
1965.04.04,1965.0,USA,paddling,M,N,0,4,37.09024,North,Spring
1965.03.14,1965.0,USA,diving,M,N,0,3,37.09024,North,Spring
1965.02.04,1965.0,USA,diving,M,N,0,2,37.09024,North,Winter
1965.01.10,1965.0,AUSTRALIA,swimming,M,N,0,1,-25.274398,South,Summer
1964.12.10,1964.0,PAPUA NEW GUINEA,,M,N,0,12,-6.314993,South,Summer
1964.12.10,1964.0,AUSTRALIA,fishing,,N,0,12,-25.274398,South,Summer
1964.12.09,1964.0,PAPUA NEW GUINEA,swimming,M,N,0,12,-6.314993,South,Summer
1964.12.06,1964.0,KENYA,fishing,M,Y,1,12,-0.023559,South,Summer
1964.11.29,1964.0,AUSTRALIA,diving,M,N,0,11,-25.274398,South,Spring
1964.11.18,1964.0,AUSTRALIA,swimming,M,Y,1,11,-25.274398,South,Spring
1964.11.13,1964.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1964.11.05,1964.0,USA,fishing,,N,0,11,37.09024,North,Autumn
1964.10.04,1964.0,AUSTRALIA,,M,N,0,10,-25.274398,South,Spring
1964.09.20,1964.0,TAIWAN,swimming,M,Y,1,9,23.69781,North,Autumn
1964.09.07,1964.0,TAIWAN,swimming,M,N,0,9,23.69781,North,Autumn
1964.08.26,1964.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1964.08.23,1964.0,MEXICO,,M,N,0,8,23.634501,North,Summer
1964.08.21,1964.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1964.08.08,1964.0,USA,,M,N,0,8,37.09024,North,Summer
1964.08.03,1964.0,JAPAN,swimming,M,N,0,8,36.204824,North,Summer
1964.08.00,1964.0,PANAMA,diving,M,N,0,8,8.537981,North,Summer
1964.07.27,1964.0,USA,,M,N,0,7,37.09024,North,Summer
1964.07.08,1964.0,USA,,M,N,0,7,37.09024,North,Summer
1964.07.00,1964.0,PAPUA NEW GUINEA,,M,Y,1,7,-6.314993,South,Winter
1964.07.00,1964.0,PAPUA NEW GUINEA,canoeing,,N,0,7,-6.314993,South,Winter
1964.06.29,1964.0,BERMUDA,,,Y,1,6,32.321384,North,Summer
1964.06.24,1964.0,USA,fishing,,N,0,6,37.09024,North,Summer
1964.06.17,1964.0,PAPUA NEW GUINEA,fishing,M,N,0,6,-6.314993,South,Winter
1964.06.23,1964.0,FIJI,spearfishing,M,N,0,6,-16.578193,South,Winter
1964.05.30,1964.0,PANAMA,,M,N,0,5,8.537981,North,Spring
1964.05.08,1964.0,FIJI,spearfishing,M,Y,1,5,-16.578193,South,Autumn
1964.05.00,1964.0,PANAMA,diving,M,Y,1,5,8.537981,North,Spring
1964.04.07,1964.0,PAPUA NEW GUINEA,fishing,M,Y,1,4,-6.314993,South,Autumn
1964.03.28,1964.0,AUSTRALIA,surfing,M,N,0,3,-25.274398,South,Autumn
1964.03.28,1964.0,PAPUA NEW GUINEA,,M,Y,1,3,-6.314993,South,Autumn
1964.03.05,1964.0,USA,diving,M,N,0,3,37.09024,North,Spring
1964.03.00,1964.0,SENEGAL,diving,M,N,0,3,14.497401,North,Spring
1964.02.17,1964.0,FIJI,fishing,,N,0,2,-16.578193,South,Summer
1964.02.14,1964.0,NEW CALEDONIA,diving,M,Y,1,2,-20.904305,South,Summer
1964.02.14,1964.0,FIJI,spearfishing,M,Y,1,2,-16.578193,South,Summer
1964.02.11,1964.0,NEW ZEALAND,,M,N,0,2,-40.900557,South,Summer
1964.02.10,1964.0,NEW ZEALAND,spearfishing,M,N,0,2,-40.900557,South,Summer
1964.02.05,1964.0,NEW ZEALAND,,M,N,0,2,-40.900557,South,Summer
1964.02.05,1964.0,NEW ZEALAND,swimming,M,Y,1,2,-40.900557,South,Summer
1964.02.01,1964.0,NEW ZEALAND,,,N,0,2,-40.900557,South,Summer
1964.02.00,1964.0,USA,,M,N,0,2,37.09024,North,Winter
1964.02.00,1964.0,COSTA RICA,swimming,M,Y,1,2,9.748917,North,Winter
1964.01.27,1964.0,FIJI,spearfishing,,Y,1,1,-16.578193,South,Summer
1964.01.18,1964.0,AUSTRALIA,,M,N,0,1,-25.274398,South,Summer
1964.01.11,1964.0,USA,,M,N,0,1,37.09024,North,Winter
1964.01.06,1964.0,PAPUA NEW GUINEA,fishing,M,Y,1,1,-6.314993,South,Summer
1964.01.04,1964.0,FIJI,swimming,F,N,0,1,-16.578193,South,Summer
1963.12.26,1963.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1963.12.21,1963.0,AUSTRALIA,fishing,M,N,0,12,-25.274398,South,Summer
1963.12.08,1963.0,AUSTRALIA,spearfishing,M,N,0,12,-25.274398,South,Summer
1963.11.30,1963.0,NEW ZEALAND,,M,N,0,11,-40.900557,South,Spring
1963.11.30,1963.0,PAPUA NEW GUINEA,,F,N,0,11,-6.314993,South,Spring
1963.11.28,1963.0,FIJI,fishing,F,N,0,11,-16.578193,South,Spring
1963.11.25,1963.0,FIJI,,M,N,0,11,-16.578193,South,Spring
1963.11.16,1963.0,ITALY,spearfishing,M,N,0,11,41.87194,North,Autumn
1963.11.14,1963.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1963.11.12,1963.0,USA,,M,N,0,11,37.09024,North,Autumn
1963.11.05,1963.0,PAPUA NEW GUINEA,,M,N,0,11,-6.314993,South,Spring
1963.11.04,1963.0,PALAU,fishing,M,N,0,11,7.51498,North,Autumn
1963.10.16,1963.0,USA,,M,N,0,10,37.09024,North,Autumn
1963.09.29,1963.0,CHILE,,M,Y,1,9,-35.675147,South,Spring
1963.09.22,1963.0,SOLOMON ISLANDS,,M,Y,1,9,-9.64571,South,Spring
1963.09.13,1963.0,AUSTRALIA,surfing,M,N,0,9,-25.274398,South,Spring
1963.09.10,1963.0,USA,spearfishing,M,N,0,9,37.09024,North,Autumn
1963.08.00,1963.0,DOMINICAN REPUBLIC,swimming,M,Y,1,8,18.735693,North,Summer
1963.07.15,1963.0,USA,,M,N,0,7,37.09024,North,Summer
1963.07.11,1963.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1963.07.10,1963.0,JAMAICA,fishing,,Y,1,7,18.109581,North,Summer
1963.07.00,1963.0,PANAMA,,M,Y,1,7,8.537981,North,Summer
1963.06.01,1963.0,GREECE,swimming,F,Y,1,6,39.074208,North,Summer
1963.06.01,1963.0,PAPUA NEW GUINEA,fishing,M,N,0,6,-6.314993,South,Winter
1963.05.14,1963.0,PHILIPPINES,,,Y,1,5,12.879721,North,Spring
1963.04.22,1963.0,AUSTRALIA,fishing,M,N,0,4,-25.274398,South,Autumn
1963.04.20,1963.0,USA,swimming,M,Y,1,4,37.09024,North,Spring
1963.04.13,1963.0,AUSTRALIA,surfing,M,N,0,4,-25.274398,South,Autumn
1963.04.12,1963.0,USA,surfing,M,N,0,4,37.09024,North,Spring
1963.03.30,1963.0,SOLOMON ISLANDS,,M,Y,1,3,-9.64571,South,Autumn
1963.02.27,1963.0,PAPUA NEW GUINEA,swimming,M,N,0,2,-6.314993,South,Summer
1963.02.24,1963.0,AUSTRALIA,spearfishing,M,N,0,2,-25.274398,South,Summer
1963.02.08,1963.0,FIJI,spearfishing,M,N,0,2,-16.578193,South,Summer
1963.02.06,1963.0,MAURITIUS,,M,N,0,2,-20.348404,South,Summer
1963.01.30,1963.0,FIJI,,M,N,0,1,-16.578193,South,Summer
1963.01.28,1963.0,AUSTRALIA,,F,Y,1,1,-25.274398,South,Summer
1963.01.14,1963.0,NEW ZEALAND,fishing,,N,0,1,-40.900557,South,Summer
1963.01.04,1963.0,AUSTRALIA,fishing,,N,0,1,-25.274398,South,Summer
1963.01.00,1963.0,MOZAMBIQUE,,,N,0,1,-18.665695,South,Summer
1962.12.09,1962.0,AUSTRALIA,spearfishing,M,Y,1,12,-25.274398,South,Summer
1962.11.29,1962.0,AUSTRALIA,,M,N,0,11,-25.274398,South,Spring
1962.11.11,1962.0,USA,,M,N,0,11,37.09024,North,Autumn
1962.11.10,1962.0,AUSTRALIA,fishing,,N,0,11,-25.274398,South,Spring
1962.10.25,1962.0,MEXICO,,M,Y,1,10,23.634501,North,Autumn
1962.10.14,1962.0,AUSTRALIA,,M,N,0,10,-25.274398,South,Spring
1962.10.00,1962.0,PANAMA,,M,Y,1,10,8.537981,North,Autumn
1962.09.22,1962.0,MEXICO,swimming,M,N,0,9,23.634501,North,Autumn
1962.09.02,1962.0,ITALY,spearfishing,M,Y,1,9,41.87194,North,Autumn
"1962,08.30",1962.0,TURKEY,,M,N,0,8,38.963745,North,Summer
1962.08.30,1962.0,PAPUA NEW GUINEA,fishing,M,N,0,8,-6.314993,South,Winter
1962.08.29,1962.0,USA,diving,M,N,0,8,37.09024,North,Summer
1962.08.26,1962.0,USA,,,N,0,8,37.09024,North,Summer
1962.08.19,1962.0,USA,fishing,M,Y,1,8,37.09024,North,Summer
1962.08.12,1962.0,USA,,M,N,0,8,37.09024,North,Summer
1962.08.01,1962.0,PAPUA NEW GUINEA,spearfishing,M,Y,1,8,-6.314993,South,Winter
1962.08.00,1962.0,ITALY,diving,M,N,0,8,41.87194,North,Summer
1962.08.00,1962.0,SENEGAL,,M,N,0,8,14.497401,North,Summer
1962.07.28,1962.0,USA,,M,N,0,7,37.09024,North,Summer
1962.07.20,1962.0,MADAGASCAR,,M,N,0,7,-18.766947,South,Winter
1962.07.19,1962.0,USA,fishing,M,N,0,7,37.09024,North,Summer
1962.07.10,1962.0,USA,,M,N,0,7,37.09024,North,Summer
1962.07.07,1962.0,USA,,M,N,0,7,37.09024,North,Summer
1962.06.17,1962.0,USA,,M,N,0,6,37.09024,North,Summer
1962.06.11,1962.0,USA,,M,N,0,6,37.09024,North,Summer
1962.06.11,1962.0,USA,,M,Y,1,6,37.09024,North,Summer
1962.06.11,1962.0,USA,,M,Y,1,6,37.09024,North,Summer
1962.06.10,1962.0,PAPUA NEW GUINEA,,M,Y,1,6,-6.314993,South,Winter
1962.06.10,1962.0,USA,,M,N,0,6,37.09024,North,Summer
1962.06.07,1962.0,AUSTRALIA,fishing,,N,0,6,-25.274398,South,Winter
1962.06.04,1962.0,USA,,M,N,0,6,37.09024,North,Summer
1962.06.03,1962.0,USA,diving,M,N,0,6,37.09024,North,Summer
1962.05.29,1962.0,USA,,M,N,0,5,37.09024,North,Spring
1962.05.12,1962.0,USA,,,Y,1,5,37.09024,North,Spring
1962.05.00,1962.0,FIJI,fishing,,N,0,5,-16.578193,South,Autumn
1962.04.20,1962.0,AUSTRALIA,fishing,,N,0,4,-25.274398,South,Autumn
1962.04.09,1962.0,MOZAMBIQUE,swimming,M,N,0,4,-18.665695,South,Autumn
1962.03.25,1962.0,NEW ZEALAND,,M,N,0,3,-40.900557,South,Autumn
1962.03.25,1962.0,AUSTRALIA,,,N,0,3,-25.274398,South,Autumn
1962.03.24,1962.0,PAPUA NEW GUINEA,swimming,M,Y,1,3,-6.314993,South,Autumn
1962.02.23,1962.0,PAPUA NEW GUINEA,swimming,M,N,0,2,-6.314993,South,Summer
1962.02.18,1962.0,NEW ZEALAND,swimming,M,N,0,2,-40.900557,South,Summer
1962.02.15,1962.0,AUSTRALIA,,M,N,0,2,-25.274398,South,Summer
1962.02.04,1962.0,AUSTRALIA,swimming,M,N,0,2,-25.274398,South,Summer
1962.02.00,1962.0,SOLOMON ISLANDS,,M,Y,1,2,-9.64571,South,Summer
1962.01.27,1962.0,NEW ZEALAND,,M,N,0,1,-40.900557,South,Summer
1962.01.21,1962.0,AUSTRALIA,spearfishing,M,N,0,1,-25.274398,South,Summer
1962.01.16,1962.0,NEW ZEALAND,fishing,,N,0,1,-40.900557,South,Summer
1962.01.15,1962.0,NEW ZEALAND,spearfishing,M,N,0,1,-40.900557,South,Summer
1962.01.14,1962.0,USA,,M,N,0,1,37.09024,North,Winter
1962.01.14,1962.0,AUSTRALIA,spearfishing,,N,0,1,-25.274398,South,Summer
1962.01.14,1962.0,AUSTRALIA,surfing,M,N,0,1,-25.274398,South,Summer
1962.01.11,1962.0,AUSTRALIA,fishing,,N,0,1,-25.274398,South,Summer
1962.01.11,1962.0,PAPUA NEW GUINEA,spearfishing,M,N,0,1,-6.314993,South,Summer
1962.01.11,1962.0,NEW ZEALAND,fishing,F,N,0,1,-40.900557,South,Summer
1962.01.10,1962.0,AUSTRALIA,fishing,,N,0,1,-25.274398,South,Summer
1962.01.07,1962.0,AUSTRALIA,,,N,0,1,-25.274398,South,Summer
1962.01.07,1962.0,AUSTRALIA,surfing,,N,0,1,-25.274398,South,Summer
1962.01.02,1962.0,AUSTRALIA,fishing,,N,0,1,-25.274398,South,Summer
1962.01.01,1962.0,MARSHALL ISLANDS,fishing,M,N,0,1,7.131474,North,Winter
1961.12.28,1961.0,AUSTRALIA,,F,Y,1,12,-25.274398,South,Summer
1961.12.28,1961.0,AUSTRALIA,,M,N,0,12,-25.274398,South,Summer
1961.12.27,1961.0,AUSTRALIA,spearfishing,M,N,0,12,-25.274398,South,Summer
1961.12.19,1961.0,AUSTRALIA,,,N,0,12,-25.274398,South,Summer
1961.12.18,1961.0,MOZAMBIQUE,,M,N,0,12,-18.665695,South,Summer
1961.12.18,1961.0,AUSTRALIA,,M,Y,1,12,-25.274398,South,Summer
1961.12.13,1961.0,AUSTRALIA,swimming,M,N,0,12,-25.274398,South,Summer
1961.10.27,1961.0,PHILIPPINES,,M,N,0,10,12.879721,North,Autumn
1961.10.00,1961.0,VANUATU,paddling,M,N,0,10,-15.376706,South,Spring
1961.10.00,1961.0,USA,,M,Y,1,10,37.09024,North,Autumn
1961.09.26,1961.0,USA,,M,N,0,9,37.09024,North,Autumn
1961.09.24,1961.0,CROATIA,swimming,M,Y,1,9,45.1,North,Autumn
1961.09.24,1961.0,TANZANIA,fishing,M,N,0,9,-6.369028,South,Spring
1961.09.02,1961.0,ITALY,fishing,M,N,0,9,41.87194,North,Autumn
1961.08.20,1961.0,USA,swimming,M,N,0,8,37.09024,North,Summer
1961.08.16,1961.0,USA,,M,N,0,8,37.09024,North,Summer
1961.08.04,1961.0,BERMUDA,spearfishing,M,N,0,8,32.321384,North,Summer
1961.08.02,1961.0,USA,,M,N,0,8,37.09024,North,Summer
1961.08.01,1961.0,PAPUA NEW GUINEA,fishing,M,N,0,8,-6.314993,South,Winter
1961.07.29,1961.0,USA,spearfishing,M,N,0,7,37.09024,North,Summer
1961.07.16,1971.0,TURKEY,swimming,M,N,0,7,38.963745,North,Summer
1961.07.07,1961.0,AUSTRALIA,fishing,,N,0,7,-25.274398,South,Winter
1961.07.00,1961.0,ITALY,spearfishing,M,N,0,7,41.87194,North,Summer
1961.07.00,1961.0,PANAMA,,M,Y,1,7,8.537981,North,Summer
1961.06.24,1961.0,USA,,M,Y,1,6,37.09024,North,Summer
1961.06.18,1961.0,USA,,M,N,0,6,37.09024,North,Summer
1961.06.06,1961.0,USA,spearfishing,M,N,0,6,37.09024,North,Summer
1961.06.01,1961.0,PAPUA NEW GUINEA,fishing,M,N,0,6,-6.314993,South,Winter
1961.05.21,1961.0,USA,diving,M,N,0,5,37.09024,North,Spring
1961.05.15,1961.0,USA,,M,N,0,5,37.09024,North,Spring
1961.05.07,1961.0,AUSTRALIA,spearfishing,M,N,0,5,-25.274398,South,Autumn
1961.04.25,1961.0,AUSTRALIA,spearfishing,M,N,0,4,-25.274398,South,Autumn
1961.04.21,1961.0,MOZAMBIQUE,swimming,M,N,0,4,-18.665695,South,Autumn
1961.04.16,1961.0,USA,spearfishing,M,N,0,4,37.09024,North,Spring
1961.04.16,1961.0,AUSTRALIA,spearfishing,M,N,0,4,-25.274398,South,Autumn
1961.04.14,1961.0,AUSTRALIA,,M,N,0,4,-25.274398,South,Autumn
